id_pedido,id_usuario,fecha_hora_pedido,pais,dispositivo,fuente_referencia,nombre_producto,categoria_producto,cantidad,precio_unitario,monto_descuento,monto_total,es_devolucion
Order_162,User_4209,2025-04-12,Unknown,Mobile,Social,Vacuum-Pro-Black,Hogar,1.0,27.7,15.0,12.7,False
Order_163,User_7532,2025-01-12,Unknown,Mobile,Organic,Sneakers-Urban-42,Moda,1.0,312.64,0.0,312.64,False
Order_164,User_4202,2025-04-24,Unknown,Mobile,Organic,Tablet-Standard-64Gb,Electronica,1.0,416.02,0.0,416.02,False
Order_165,User_1958,2025-06-15,Unknown,Desktop,Social,Sneakers-Urban-42,Moda,2.0,130.98,5.0,256.95,False
Order_166,User_3856,2025-02-12,Unknown,Desktop,Paid_Search,Sneakers-Urban-42,Moda,1.0,50.31,10.0,40.31,False
Order_167,User_2658,2025-05-27,Unknown,Mobile,Paid_Search,Phone-Pro-128Gb,Electronica,1.0,41.61,0.0,41.61,False
Order_168,User_26,2025-03-21,Unknown,Desktop,Paid_Search,Phone-Pro-128Gb,Electronica,1.0,451.71,5.0,446.71,False
Order_169,User_7215,2025-02-01,Unknown,Mobile,Paid_Search,Blender-Xl-Red,Hogar,1.0,205.42,0.0,205.42,False
Order_170,User_4780,2025-01-22,Unknown,Desktop,Social,Phone-Pro-128Gb,Electronica,2.0,405.07,0.0,810.14,False
Order_171,User_3243,2025-06-08,Unknown,Desktop,Paid_Search,Blender-Xl-Red,Hogar,2.0,155.61,10.0,301.23,False
Order_172,User_1918,2025-01-14,Unknown,Desktop,Organic,Laptop-Gaming-16Gb,Electronica,1.0,490.44,10.0,480.44,False
Order_173,User_3776,2025-05-14,Unknown,Desktop,Paid_Search,Jacket-Winter-M,Moda,2.0,319.58,0.0,639.16,False
Order_174,User_7885,2025-05-02,Unknown,Mobile,Organic,Vacuum-Pro-Black,Hogar,2.0,46.38,0.0,92.76,False
Order_175,User_5432,2025-01-05,Unknown,Mobile,Social,Jacket-Winter-M,Moda,1.0,433.59,0.0,433.59,False
Order_176,User_3422,2025-05-17,Unknown,Mobile,Organic,Blender-Xl-Red,Hogar,2.0,70.64,5.0,136.27,False
Order_177,User_1962,2025-01-05,Unknown,Mobile,Social,Jacket-Winter-M,Moda,2.0,407.16,10.0,804.33,False
Order_178,User_3935,2025-02-22,Unknown,Mobile,Social,Blender-Xl-Red,Hogar,1.0,394.02,0.0,394.02,False
Order_179,User_4944,2025-06-30,Unknown,Desktop,Paid_Search,Tablet-Standard-64Gb,Electronica,2.0,299.32,0.0,598.65,False
Order_180,User_203,2025-05-29,Unknown,Desktop,Paid_Search,Sneakers-Urban-42,Moda,2.0,451.16,15.0,887.31,False
Order_181,User_1032,2025-05-17,Unknown,Mobile,Paid_Search,Tablet-Standard-64Gb,Electronica,1.0,331.62,0.0,331.62,False
Order_182,User_3264,2025-04-13,Unknown,Desktop,Paid_Search,Laptop-Gaming-16Gb,Electronica,2.0,118.91,0.0,237.81,False
Order_183,User_1610,2025-05-06,Unknown,Desktop,Organic,Sneakers-Urban-42,Moda,2.0,124.23,10.0,238.46,False
Order_184,User_7528,2025-01-06,Unknown,Desktop,Paid_Search,Laptop-Gaming-16Gb,Electronica,2.0,118.27,0.0,236.54,False
Order_185,User_5790,2025-02-16,Unknown,Desktop,Paid_Search,Jacket-Winter-M,Moda,2.0,41.08,0.0,82.16,False
Order_186,User_6360,2025-05-16,Unknown,Desktop,Paid_Search,Vacuum-Pro-Black,Hogar,1.0,319.34,0.0,319.34,False
Order_187,User_2335,2025-03-07,Unknown,Desktop,Paid_Search,Laptop-Gaming-16Gb,Electronica,1.0,300.46,10.0,290.46,False
Order_188,User_7144,2025-01-26,Unknown,Desktop,Paid_Search,Vacuum-Pro-Black,Hogar,1.0,384.46,15.0,369.46,False
Order_189,User_722,2025-03-15,Unknown,Mobile,Paid_Search,Vacuum-Pro-Black,Hogar,1.0,405.64,5.0,400.64,False
Order_190,User_5830,2025-03-07,Unknown,Desktop,Paid_Search,Tablet-Standard-64Gb,Electronica,1.0,426.76,5.0,421.76,False
Order_191,User_1894,2025-02-09,Unknown,Mobile,Social,Blender-Xl-Red,Hogar,2.0,407.49,0.0,814.97,False
Order_192,User_3638,2025-04-15,Unknown,Desktop,Paid_Search,Sneakers-Urban-42,Moda,2.0,428.74,0.0,857.48,False
Order_193,User_3847,2025-01-16,Unknown,Mobile,Social,Blender-Xl-Red,Hogar,1.0,91.89,5.0,86.89,False
Order_194,User_4978,2025-03-25,Unknown,Desktop,Social,Blender-Xl-Red,Hogar,2.0,227.89,15.0,440.77,False
Order_195,User_3364,2025-01-15,Unknown,Desktop,Paid_Search,Vacuum-Pro-Black,Hogar,1.0,32.28,15.0,17.28,False
Order_196,User_1162,2025-01-26,Unknown,Mobile,Paid_Search,Jacket-Winter-M,Moda,1.0,370.92,5.0,365.92,False
Order_197,User_305,2025-04-16,Unknown,Desktop,Organic,Blender-Xl-Red,Hogar,1.0,473.27,0.0,473.27,False
Order_198,User_557,2025-03-08,Unknown,Mobile,Paid_Search,Blender-Xl-Red,Hogar,2.0,308.81,5.0,612.62,False
Order_199,User_4352,2025-01-31,Unknown,Desktop,Social,Sneakers-Urban-42,Moda,1.0,161.11,5.0,156.11,False
Order_200,User_6085,2025-03-03,Unknown,Mobile,Paid_Search,Vacuum-Pro-Black,Hogar,1.0,75.6,0.0,75.6,False
Order_201,User_2480,2025-05-31,Unknown,Mobile,Social,Tablet-Standard-64Gb,Electronica,2.0,388.91,0.0,777.82,False
Order_202,User_4118,2025-05-11,Unknown,Mobile,Social,Laptop-Gaming-16Gb,Electronica,1.0,477.39,0.0,477.39,False
Order_203,User_6043,2025-04-09,Unknown,Desktop,Social,Laptop-Gaming-16Gb,Electronica,2.0,69.57,0.0,139.14,False
Order_204,User_6058,2025-03-10,Unknown,Desktop,Organic,Phone-Pro-128Gb,Electronica,2.0,411.23,10.0,812.45,False
Order_205,User_2941,2025-04-29,Unknown,Desktop,Organic,Laptop-Gaming-16Gb,Electronica,2.0,31.01,0.0,62.03,False
Order_206,User_113,2025-01-17,Unknown,Desktop,Organic,Blender-Xl-Red,Hogar,1.0,271.73,5.0,266.73,False
Order_207,User_3565,2025-04-15,Unknown,Desktop,Organic,Sneakers-Urban-42,Moda,2.0,264.86,0.0,529.73,False
Order_208,User_7353,2025-01-05,Unknown,Mobile,Organic,Vacuum-Pro-Black,Hogar,2.0,258.83,10.0,507.65,False
Order_209,User_5107,2025-05-31,Unknown,Mobile,Paid_Search,Laptop-Gaming-16Gb,Electronica,2.0,112.42,5.0,219.85,False
Order_210,User_1338,2025-03-05,Unknown,Mobile,Social,Sneakers-Urban-42,Moda,1.0,72.24,5.0,67.24,False
Order_211,User_7774,2025-06-16,Unknown,Mobile,Social,Phone-Pro-128Gb,Electronica,2.0,356.39,0.0,712.78,False
Order_212,User_7893,2025-03-19,Unknown,Mobile,Paid_Search,Vacuum-Pro-Black,Hogar,2.0,376.6,10.0,743.2,False
Order_213,User_4105,2025-04-25,Unknown,Desktop,Paid_Search,Phone-Pro-128Gb,Electronica,1.0,373.18,10.0,363.18,False
Order_214,User_1200,2025-06-12,Unknown,Mobile,Organic,Vacuum-Pro-Black,Hogar,2.0,197.44,0.0,394.87,False
Order_215,User_1463,2025-02-06,Unknown,Mobile,Organic,Blender-Xl-Red,Hogar,1.0,105.68,0.0,105.68,False
Order_216,User_3529,2025-02-13,Unknown,Mobile,Paid_Search,Blender-Xl-Red,Hogar,2.0,315.65,0.0,631.3,False
Order_217,User_1738,2025-05-18,Unknown,Desktop,Social,Blender-Xl-Red,Hogar,2.0,250.32,5.0,495.64,False
Order_218,User_1010,2025-05-23,Unknown,Mobile,Organic,Vacuum-Pro-Black,Hogar,2.0,208.1,0.0,416.21,False
Order_219,User_4473,2025-01-01,Unknown,Desktop,Organic,Sneakers-Urban-42,Moda,2.0,367.19,10.0,724.37,False
Order_220,User_562,2025-06-08,Unknown,Mobile,Paid_Search,Jacket-Winter-M,Moda,1.0,371.39,5.0,366.39,False
Order_221,User_2589,2025-02-12,Unknown,Mobile,Paid_Search,Jacket-Winter-M,Moda,1.0,194.19,0.0,194.19,False
Order_222,User_1964,2025-05-04,Unknown,Desktop,Organic,Sneakers-Urban-42,Moda,1.0,32.88,0.0,32.88,False
Order_223,User_3107,2025-03-06,Unknown,Mobile,Organic,Blender-Xl-Red,Hogar,1.0,221.98,15.0,206.98,False
Order_224,User_4192,2025-04-08,Unknown,Mobile,Social,Jacket-Winter-M,Moda,1.0,119.2,0.0,119.2,False
Order_225,User_4613,2025-06-11,Unknown,Desktop,Paid_Search,Sneakers-Urban-42,Moda,2.0,209.57,5.0,414.13,False
Order_226,User_1706,2025-05-11,Unknown,Mobile,Paid_Search,Laptop-Gaming-16Gb,Electronica,1.0,265.73,5.0,260.73,False
Order_227,User_2732,2025-02-11,Unknown,Desktop,Organic,Jacket-Winter-M,Moda,2.0,121.06,5.0,237.13,False
Order_228,User_4917,2025-05-25,Unknown,Mobile,Social,Laptop-Gaming-16Gb,Electronica,1.0,302.95,10.0,292.95,False
Order_229,User_1994,2025-01-23,Unknown,Desktop,Social,Sneakers-Urban-42,Moda,2.0,255.6,0.0,511.21,False
Order_230,User_2081,2025-02-01,Unknown,Mobile,Organic,Blender-Xl-Red,Hogar,2.0,270.36,10.0,530.73,False
Order_231,User_2693,2025-05-23,Unknown,Desktop,Paid_Search,Blender-Xl-Red,Hogar,2.0,139.18,5.0,273.37,False
Order_232,User_5756,2025-04-21,Unknown,Desktop,Organic,Sneakers-Urban-42,Moda,1.0,150.24,0.0,150.24,False
Order_233,User_2018,2025-05-10,Unknown,Mobile,Social,Sneakers-Urban-42,Moda,2.0,139.9,0.0,279.79,False
Order_234,User_2645,2025-03-23,Unknown,Mobile,Organic,Sneakers-Urban-42,Moda,1.0,362.06,0.0,362.06,False
Order_235,User_6255,2025-03-29,Unknown,Desktop,Social,Sneakers-Urban-42,Moda,2.0,481.24,5.0,957.49,False
Order_236,User_2154,2025-04-26,Unknown,Desktop,Social,Laptop-Gaming-16Gb,Electronica,2.0,387.0,5.0,768.99,False
Order_237,User_4175,2025-06-19,Unknown,Mobile,Social,Vacuum-Pro-Black,Hogar,2.0,26.57,0.0,53.14,False
Order_238,User_4267,2025-03-29,Unknown,Mobile,Organic,Phone-Pro-128Gb,Electronica,2.0,71.22,5.0,137.45,False
Order_239,User_1484,2025-06-03,Unknown,Desktop,Paid_Search,Phone-Pro-128Gb,Electronica,1.0,348.24,0.0,348.24,False
Order_240,User_3793,2025-06-27,Unknown,Mobile,Paid_Search,Blender-Xl-Red,Hogar,2.0,120.79,10.0,231.58,False
Order_241,User_4827,2025-01-01,Unknown,Mobile,Social,Phone-Pro-128Gb,Electronica,1.0,122.6,0.0,122.6,False
Order_242,User_4877,2025-01-02,Unknown,Desktop,Paid_Search,Vacuum-Pro-Black,Hogar,1.0,137.21,10.0,127.21,False
Order_243,User_772,2025-06-22,Unknown,Mobile,Organic,Phone-Pro-128Gb,Electronica,1.0,459.59,0.0,459.59,False
Order_244,User_4245,2025-05-23,Unknown,Desktop,Social,Blender-Xl-Red,Hogar,1.0,53.08,0.0,53.08,False
Order_245,User_6064,2025-06-30,Unknown,Mobile,Social,Sneakers-Urban-42,Moda,2.0,207.7,0.0,415.4,False
Order_246,User_2351,2025-04-11,Unknown,Desktop,Paid_Search,Blender-Xl-Red,Hogar,2.0,250.64,10.0,491.28,False
Order_247,User_7933,2025-06-16,Unknown,Mobile,Social,Tablet-Standard-64Gb,Electronica,1.0,143.42,0.0,143.42,False
Order_248,User_1542,2025-05-18,Unknown,Mobile,Paid_Search,Sneakers-Urban-42,Moda,2.0,441.15,10.0,872.31,False
Order_249,User_413,2025-06-21,Unknown,Desktop,Paid_Search,Blender-Xl-Red,Hogar,1.0,472.43,0.0,472.43,False
Order_250,User_999,2025-02-01,Unknown,Desktop,Organic,Jacket-Winter-M,Moda,2.0,125.67,5.0,246.34,False
Order_251,User_4946,2025-04-07,Unknown,Mobile,Social,Sneakers-Urban-42,Moda,1.0,359.2,0.0,359.2,False
Order_252,User_4116,2025-04-02,Unknown,Desktop,Social,Sneakers-Urban-42,Moda,1.0,252.06,10.0,242.06,False
Order_253,User_1372,2025-06-28,Unknown,Mobile,Organic,Jacket-Winter-M,Moda,2.0,187.1,0.0,374.21,False
Order_254,User_2888,2025-02-01,Unknown,Mobile,Social,Tablet-Standard-64Gb,Electronica,1.0,453.05,5.0,448.05,False
Order_255,User_4579,2025-02-19,Unknown,Mobile,Organic,Phone-Pro-128Gb,Electronica,1.0,91.27,0.0,91.27,False
Order_256,User_5591,2025-02-26,Unknown,Desktop,Paid_Search,Vacuum-Pro-Black,Hogar,2.0,133.84,0.0,267.68,False
Order_257,User_4276,2025-03-13,Unknown,Desktop,Social,Jacket-Winter-M,Moda,2.0,481.41,15.0,947.82,False
Order_258,User_559,2025-04-02,Unknown,Desktop,Paid_Search,Blender-Xl-Red,Hogar,1.0,59.51,5.0,54.51,False
Order_259,User_346,2025-06-07,Unknown,Mobile,Social,Blender-Xl-Red,Hogar,2.0,404.69,5.0,804.38,False
